CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
331,Male,1,No,Yes,49,No,No phone service,DSL,No internet service,No internet service,Yes,Yes,No,Yes,One year,No,Credit card (automatic),117.25144821597426,1030.7308014008204,No
332,Male,1,No,No,13,No,Yes,Fiber optic,No internet service,Yes,No,Yes,Yes,No,Two years,Yes,Electronic check,23.755606974018953,2013.76809373721,Yes
333,Female,0,No,No,61,No,No,DSL,No internet service,No internet service,No internet service,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),48.51331751807087,379.8014348245843,No
334,Male,1,Yes,No,49,No,Yes,No,Yes,No internet service,No,No,Yes,No,One year,Yes,Electronic check,39.5422586638349,3477.035742946529,No
335,Female,1,Yes,Yes,46,No,No phone service,No,No internet service,Yes,No,No,Yes,No internet service,Two years,Yes,Credit card (automatic),21.11545873118305,1263.7133437422654,Yes
336,Female,1,No,Yes,62,Yes,Yes,No,No,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),44.232573024632146,1557.02822522439,Yes
337,Male,0,Yes,No,8,Yes,No phone service,No,No internet service,No,No internet service,No internet service,Yes,No,One year,No,Electronic check,87.8775983520429,605.4064912073137,Yes
338,Male,1,No,No,43,Yes,No,No,Yes,No internet service,No internet service,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),43.108892213456855,4323.2955694494585,Yes
339,Female,1,No,No,20,Yes,Yes,DSL,No,No,Yes,No internet service,Yes,No,Two years,No,Electronic check,70.90034454826181,2467.221396413693,Yes
340,Female,1,Yes,Yes,39,Yes,No,DSL,No internet service,No,No internet service,No internet service,No internet service,Yes,One year,No,Credit card (automatic),108.78181149649987,2860.7343889320014,No
341,Male,0,No,Yes,49,Yes,No phone service,No,No,No,No,Yes,No,No,Two years,No,Credit card (automatic),89.37579203490752,2847.1634154742733,Yes
342,Female,1,Yes,No,64,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),59.462906990603194,2052.465572706709,No
343,Male,0,Yes,No,62,No,No,Fiber optic,Yes,No internet service,Yes,Yes,No,No internet service,Two years,Yes,Mailed check,57.24689389121083,962.6495771906973,No
344,Female,0,Yes,No,54,Yes,Yes,No,No,No,No internet service,No,Yes,Yes,One year,Yes,Mailed check,65.57358140084847,3725.6637424919995,No
345,Male,0,Yes,No,9,Yes,Yes,DSL,No,No,No,Yes,No internet service,No internet service,One year,No,Electronic check,37.704144105990636,635.2813267883716,Yes
346,Male,0,No,No,37,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two years,No,Mailed check,83.40007674159881,519.3689513940525,Yes
347,Male,0,Yes,No,49,No,No,Fiber optic,Yes,No internet service,Yes,No,Yes,Yes,One year,No,Credit card (automatic),56.41528191046055,3550.725187982517,Yes
348,Female,0,No,Yes,41,No,No,Fiber optic,Yes,Yes,No,No,No internet service,Yes,One year,No,Mailed check,105.23653492620437,1044.1851022599192,Yes
349,Female,1,No,No,17,Yes,Yes,No,No,Yes,No,No,No,No internet service,One year,Yes,Mailed check,95.65526600578163,1533.8637567641617,Yes
350,Male,0,No,Yes,21,No,Yes,Fiber optic,No,No internet service,No internet service,Yes,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),81.05131640921601,2376.137335008701,Yes
351,Female,1,No,No,51,Yes,Yes,Fiber optic,No,No,Yes,No,No,No internet service,Month-to-month,Yes,Electronic check,56.420222264951605,2246.756583647731,No
352,Male,1,Yes,No,59,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No internet service,One year,No,Electronic check,40.99318316734844,3542.895625324996,Yes
353,Male,0,Yes,Yes,39,No,Yes,Fiber optic,No internet service,No internet service,Yes,Yes,No internet service,No,Two years,Yes,Electronic check,97.61518641056229,3117.1589672168047,No
354,Female,1,No,Yes,55,No,Yes,DSL,No,No,No internet service,No,No internet service,No,Month-to-month,No,Mailed check,68.64090989910865,3221.9808114093285,No
355,Female,1,No,Yes,41,Yes,No phone service,No,No internet service,No internet service,No,Yes,No,No,Two years,No,Credit card (automatic),42.475003817735754,3570.2716532772865,Yes
356,Male,1,Yes,Yes,39,No,Yes,No,Yes,Yes,No internet service,No internet service,No,Yes,One year,Yes,Bank transfer (automatic),39.51746150400062,1463.0636371173266,Yes
357,Female,1,No,No,13,No,Yes,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,36.54009045013591,1611.666559002368,Yes
358,Female,0,Yes,Yes,64,Yes,No,DSL,No internet service,No,No internet service,Yes,No internet service,Yes,Two years,No,Mailed check,97.7161196205595,2189.9887394777707,Yes
359,Male,1,No,No,11,No,No,No,No,No internet service,No internet service,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),42.898718530031175,1537.3108651676305,Yes
360,Male,0,Yes,Yes,19,Yes,No phone service,Fiber optic,No,No,Yes,No,No internet service,Yes,Two years,No,Bank transfer (automatic),72.66422635251975,4924.689344854317,Yes
361,Female,1,No,No,11,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,No,Yes,Two years,No,Bank transfer (automatic),65.15463609730566,4070.2596321071483,No
362,Male,1,No,No,46,No,No phone service,No,No internet service,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,77.96108992282839,823.273441280148,No
363,Male,0,Yes,No,45,Yes,No,Fiber optic,Yes,Yes,No,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,107.71549003711942,27.970779409347557,No
364,Female,1,No,No,1,Yes,No phone service,DSL,No,No internet service,Yes,No internet service,No internet service,No internet service,Two years,No,Credit card (automatic),106.77473900817306,213.9163412363393,No
365,Male,1,No,No,40,No,No,Fiber optic,Yes,No,Yes,No,No internet service,No,Month-to-month,Yes,Mailed check,65.10760718248596,1220.3172552146264,No
366,Male,1,Yes,No,19,No,No phone service,Fiber optic,Yes,No,No,Yes,No internet service,No internet service,One year,No,Credit card (automatic),21.53662507347233,571.4564291842828,No
367,Female,0,No,Yes,61,No,No phone service,Fiber optic,No internet service,No,Yes,No internet service,No,No internet service,Month-to-month,No,Electronic check,62.64438057143032,2666.6905744628607,Yes
368,Female,1,Yes,No,12,Yes,Yes,No,No internet service,Yes,No,No internet service,Yes,No internet service,One year,No,Credit card (automatic),80.61935374241403,4289.976113636793,Yes
369,Male,0,Yes,Yes,61,Yes,No phone service,DSL,Yes,No,No,Yes,No internet service,No,Month-to-month,No,Mailed check,75.77647590980618,3683.7511045661367,Yes
370,Male,1,No,Yes,33,No,Yes,Fiber optic,No,Yes,Yes,No,No,No internet service,Two years,Yes,Bank transfer (automatic),85.13361058002054,1078.045315410952,No
371,Female,0,No,No,45,Yes,Yes,No,No internet service,No,No internet service,No internet service,No internet service,Yes,One year,Yes,Bank transfer (automatic),35.40757324730835,1996.4962801289294,No
372,Female,0,No,Yes,69,No,Yes,Fiber optic,No,Yes,No internet service,Yes,Yes,Yes,Two years,Yes,Bank transfer (automatic),84.65350987807325,2539.4710476563882,No
373,Female,1,No,No,8,No,Yes,DSL,No,No,No,Yes,No internet service,No internet service,One year,No,Bank transfer (automatic),38.26516187437723,4051.0292475166775,Yes
374,Female,1,No,Yes,25,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No internet service,Yes,No,Month-to-month,Yes,Electronic check,95.0523980696749,4195.608015530824,Yes
375,Male,0,No,No,46,No,No,DSL,Yes,No internet service,No internet service,No,No,No,Month-to-month,Yes,Electronic check,53.908761326268,4548.59155953888,Yes
376,Female,0,No,Yes,30,Yes,No,Fiber optic,No,Yes,Yes,No internet service,No,No,One year,Yes,Mailed check,90.98954333814535,2546.226252514376,No
377,Female,1,Yes,No,47,Yes,No,DSL,Yes,Yes,No,Yes,No internet service,No internet service,One year,No,Mailed check,24.78655989061071,3471.3737321793146,No
378,Male,0,No,No,49,No,No phone service,Fiber optic,Yes,No,No,No internet service,Yes,No internet service,One year,Yes,Mailed check,60.78600255909134,559.0018561696858,No
379,Female,1,Yes,No,47,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,90.50345222633328,2826.4447997699103,Yes
380,Male,1,No,No,18,No,No,Fiber optic,No,No internet service,No internet service,Yes,Yes,No,One year,No,Credit card (automatic),42.68705163314941,1243.4590473556757,No
381,Female,1,No,Yes,66,Yes,No phone service,Fiber optic,No,No,No,No,No internet service,Yes,One year,No,Mailed check,99.52870447972225,2158.5844251330554,Yes
382,Female,1,Yes,No,68,Yes,Yes,No,No,Yes,No internet service,No internet service,Yes,Yes,Two years,No,Bank transfer (automatic),83.0779733104932,3170.2525415335967,Yes
383,Female,0,No,Yes,33,Yes,No,No,Yes,Yes,No,No internet service,Yes,No,One year,No,Bank transfer (automatic),78.75617721497983,1284.9296892689056,Yes
384,Male,1,No,Yes,36,No,Yes,DSL,No,Yes,No,No,Yes,No internet service,Two years,No,Bank transfer (automatic),55.35488542043371,260.9252889838054,Yes
385,Male,0,Yes,Yes,19,Yes,No,Fiber optic,No,Yes,No,No internet service,Yes,No internet service,Two years,No,Credit card (automatic),68.24514703811175,51.16928204378757,Yes
386,Female,1,No,No,28,No,No,DSL,Yes,Yes,No,No,No internet service,Yes,Two years,Yes,Mailed check,79.73493009778531,110.79767772260773,Yes
387,Male,0,No,Yes,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),67.24621139148906,41.74868756884831,Yes
388,Male,1,No,Yes,15,Yes,Yes,DSL,No internet service,No internet service,No internet service,No,Yes,Yes,Two years,No,Bank transfer (automatic),89.831332394056,551.7752827893773,No
389,Male,0,Yes,Yes,41,No,No phone service,DSL,Yes,Yes,No internet service,No,Yes,Yes,One year,No,Bank transfer (automatic),63.36969331069596,1197.4435728506494,Yes
390,Male,0,No,No,39,No,Yes,No,No internet service,No,No internet service,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),40.227318174203035,1106.107570911496,No
391,Male,1,No,No,2,No,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,41.39337828010473,4933.982970899484,Yes
392,Male,1,No,Yes,63,No,Yes,DSL,No,No internet service,No,No,Yes,Yes,Month-to-month,No,Mailed check,20.58037688429411,1530.0305260447162,Yes
393,Female,1,No,No,29,No,No phone service,No,No,Yes,No,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,50.095771555867245,637.1039167969955,Yes
394,Female,1,Yes,No,66,Yes,Yes,Fiber optic,No internet service,No internet service,No,No internet service,No,No internet service,Month-to-month,No,Credit card (automatic),94.89176404785196,2727.8127208387896,No
395,Male,0,Yes,Yes,51,Yes,No phone service,No,No,No internet service,Yes,No internet service,No,No internet service,Month-to-month,No,Electronic check,99.41627088376096,4289.787276987542,Yes
396,Female,1,No,Yes,10,No,No phone service,DSL,No internet service,Yes,No internet service,No,Yes,No,Month-to-month,Yes,Credit card (automatic),40.246754209575,3390.301883938376,Yes
397,Female,0,No,No,14,Yes,Yes,Fiber optic,No internet service,Yes,No,No,No internet service,No,Two years,Yes,Bank transfer (automatic),115.90439968714077,1480.4104456772516,No
398,Female,0,Yes,Yes,51,Yes,No,Fiber optic,No,No,No internet service,No,No internet service,No internet service,One year,Yes,Credit card (automatic),70.24027934801268,2808.080798957275,No
399,Female,1,Yes,No,39,Yes,No phone service,No,No,No internet service,No internet service,No,Yes,No internet service,One year,Yes,Bank transfer (automatic),111.69787490185027,3574.2798710020456,No
400,Male,0,No,No,28,No,Yes,No,No internet service,No,Yes,Yes,Yes,Yes,Two years,Yes,Bank transfer (automatic),90.67652818616311,3640.5224618387115,No
401,Female,0,Yes,No,3,Yes,No phone service,No,No,Yes,Yes,No,No,Yes,Two years,No,Mailed check,92.2433423022413,3332.6922764884443,Yes
402,Female,0,No,No,70,Yes,No,Fiber optic,Yes,No internet service,No internet service,No internet service,No,No,Month-to-month,No,Mailed check,28.504362130607113,4354.05212387809,Yes
403,Male,0,Yes,No,27,Yes,Yes,Fiber optic,No,No,No,Yes,No internet service,No,Month-to-month,No,Mailed check,41.999112689693064,4350.527291720522,No
404,Male,1,Yes,No,2,No,Yes,DSL,No,No,No,No internet service,Yes,Yes,Two years,No,Mailed check,20.881483329447263,2894.6827970350164,Yes
405,Female,1,Yes,Yes,38,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No internet service,Month-to-month,No,Mailed check,91.61276404767375,2149.2818455560614,No
406,Female,1,Yes,Yes,3,Yes,No,DSL,No,Yes,Yes,Yes,No internet service,Yes,One year,Yes,Electronic check,54.443828842851,3207.851477825499,No
407,Female,1,No,No,16,No,No phone service,No,No,Yes,Yes,No,No internet service,No,One year,No,Mailed check,98.66525160763467,4091.060006852316,No
408,Female,0,Yes,No,40,No,Yes,No,No internet service,Yes,Yes,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),53.893621993702624,28.26052420592362,Yes
409,Female,0,Yes,No,2,Yes,No phone service,Fiber optic,No,No internet service,Yes,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),101.93337522988611,4959.985045074255,No
410,Female,1,No,Yes,41,Yes,No phone service,No,No,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,33.0698253748313,914.4688616459962,Yes
411,Male,1,Yes,No,12,No,No,No,Yes,No internet service,Yes,No,Yes,Yes,One year,No,Electronic check,37.337315675750816,2351.244928299881,Yes
412,Female,1,Yes,Yes,35,No,Yes,Fiber optic,No internet service,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),54.08765395839365,4360.148674214333,Yes
413,Female,0,No,No,65,No,No phone service,DSL,No internet service,No,Yes,Yes,No internet service,No internet service,Two years,No,Credit card (automatic),60.84873888822733,1125.2019952209969,No
414,Male,1,Yes,No,55,No,Yes,Fiber optic,No internet service,Yes,Yes,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),54.87028108429784,2383.976119501916,Yes
415,Male,1,No,Yes,45,No,Yes,DSL,No,No,No,Yes,No,No,Two years,No,Credit card (automatic),96.36470325232199,662.9109009058959,No
416,Male,1,No,Yes,62,No,No,Fiber optic,No internet service,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),29.69513926267147,1975.381626940963,Yes
417,Male,0,No,No,49,No,Yes,Fiber optic,Yes,No internet service,No internet service,Yes,Yes,No,Month-to-month,No,Credit card (automatic),55.12170196384881,885.6772739650127,Yes
418,Female,0,No,No,25,Yes,Yes,No,No internet service,No,Yes,No internet service,Yes,Yes,One year,No,Credit card (automatic),103.72399995154593,1818.138743855785,Yes
419,Female,0,Yes,No,23,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two years,Yes,Electronic check,26.6797077262172,1867.3210839636101,No
420,Female,0,No,Yes,24,No,No,Fiber optic,No internet service,No,Yes,No internet service,No,No internet service,Two years,No,Bank transfer (automatic),114.23435076713574,4965.8539479916635,No
421,Female,0,Yes,Yes,38,Yes,Yes,DSL,No internet service,No,Yes,Yes,No internet service,No,Two years,Yes,Mailed check,118.63168422720129,4974.065146518861,No
422,Female,0,Yes,Yes,28,No,No phone service,No,Yes,Yes,No internet service,Yes,Yes,Yes,One year,Yes,Credit card (automatic),28.85681738250801,573.9313933030621,No
423,Female,0,Yes,Yes,21,No,No,DSL,No internet service,No,No,No,Yes,No,Two years,No,Electronic check,49.1272522255737,3629.843896641736,Yes
424,Male,0,Yes,Yes,54,Yes,No,DSL,No internet service,No,No,Yes,No,No,One year,No,Bank transfer (automatic),57.24006660353562,258.7273983455057,Yes
425,Female,1,Yes,Yes,18,No,No phone service,No,No internet service,No,Yes,Yes,Yes,No internet service,Month-to-month,No,Mailed check,97.6391368652726,150.96007668594314,No
426,Male,1,Yes,No,36,Yes,No phone service,No,No,No,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),79.59268121167338,526.6694712248216,No
427,Male,0,Yes,No,45,Yes,No phone service,No,Yes,No internet service,Yes,Yes,No,Yes,Two years,No,Electronic check,84.43657004925673,4827.42828503967,No
428,Female,0,Yes,Yes,53,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No,Yes,No,Month-to-month,No,Electronic check,95.7509822818506,4704.317739473487,No
429,Male,1,Yes,No,30,Yes,No phone service,No,Yes,No,No internet service,No internet service,Yes,No,Month-to-month,No,Electronic check,31.79789994370257,969.6391014034023,Yes
430,Female,0,Yes,No,60,No,Yes,No,Yes,Yes,No,No,No,No internet service,Two years,Yes,Credit card (automatic),103.32094569102624,808.3616777685576,No
431,Male,0,No,Yes,32,Yes,Yes,No,Yes,No internet service,Yes,No,No,No internet service,Month-to-month,Yes,Electronic check,90.5619804180144,1202.6754325797351,No
432,Female,0,No,No,67,Yes,No,DSL,No internet service,Yes,Yes,No,Yes,No internet service,Two years,No,Mailed check,77.73417251963703,2577.734970375711,Yes
433,Male,1,No,Yes,67,No,Yes,DSL,No internet service,Yes,Yes,No,No internet service,No internet service,Two years,Yes,Credit card (automatic),108.97353347830567,2848.5231601770492,No
434,Female,1,Yes,Yes,28,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,No,No internet service,Month-to-month,No,Bank transfer (automatic),90.03063538838072,1107.9671521972368,Yes
435,Female,1,No,No,44,Yes,Yes,DSL,No,No internet service,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,40.16999626310254,3783.113940449726,No
436,Female,1,No,Yes,41,Yes,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),62.97453810756667,1547.7658470132537,Yes
437,Female,1,No,Yes,63,Yes,No,DSL,No,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,69.40428669357333,4610.656627647052,No
438,Female,0,Yes,Yes,23,No,No,No,Yes,Yes,No internet service,No,Yes,No,Month-to-month,No,Bank transfer (automatic),25.521762675040563,3283.613532283653,No
439,Male,1,Yes,Yes,48,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Electronic check,115.46375133600557,2181.7559715180582,No
440,Male,0,Yes,Yes,32,No,No,Fiber optic,Yes,Yes,No,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,32.85772607968785,3949.560008514227,No
441,Male,0,Yes,Yes,57,No,Yes,DSL,No internet service,No internet service,No,No internet service,Yes,No,One year,Yes,Mailed check,89.74612672267268,4089.573130233324,No
442,Female,1,No,Yes,33,Yes,Yes,No,No,No internet service,No internet service,Yes,No internet service,No,Two years,Yes,Credit card (automatic),70.62310360908802,1452.4080280447183,Yes
443,Male,1,No,Yes,24,Yes,No phone service,Fiber optic,No,No,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,22.563224988442258,1698.5727191804217,No
444,Female,0,No,No,39,Yes,No,No,Yes,No internet service,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),112.47474758643617,4679.775768643017,Yes
445,Female,0,No,No,34,Yes,Yes,No,No internet service,No internet service,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),105.18368088189332,823.7051918163596,Yes
446,Male,0,Yes,No,56,No,Yes,Fiber optic,No internet service,No,No,No internet service,No,No internet service,Two years,No,Bank transfer (automatic),72.42579279038355,210.752084814671,Yes
447,Male,1,Yes,Yes,28,No,No phone service,No,No,Yes,No internet service,Yes,No internet service,No internet service,One year,Yes,Electronic check,42.89423361394452,2270.2766130477457,Yes
448,Female,1,Yes,Yes,37,No,No phone service,No,No internet service,No,Yes,Yes,No internet service,Yes,One year,No,Bank transfer (automatic),32.16228906800943,4006.0495012181445,No
449,Male,1,No,No,7,Yes,No phone service,DSL,No,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),56.33924794321266,3858.340531553729,No
450,Female,1,Yes,No,68,No,Yes,No,No,Yes,No,No internet service,Yes,No,Month-to-month,Yes,Mailed check,45.54282810460905,4597.653144564163,No
451,Female,1,Yes,No,37,Yes,Yes,No,No,No internet service,No internet service,Yes,Yes,No internet service,Month-to-month,No,Electronic check,70.66912010062987,2666.0033218452013,No
452,Female,0,No,Yes,56,Yes,No phone service,No,No internet service,No,No internet service,Yes,Yes,No internet service,Month-to-month,No,Mailed check,116.6409296123429,500.32335783266655,Yes
453,Female,1,No,No,65,Yes,No,No,No,No internet service,No internet service,No internet service,No,No internet service,Two years,Yes,Electronic check,77.49534932296413,2943.4448716800803,Yes
454,Female,0,Yes,No,65,Yes,No phone service,Fiber optic,No,No internet service,No,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,108.99310558900979,3891.978071766058,Yes
455,Male,0,Yes,Yes,47,Yes,No phone service,DSL,Yes,Yes,Yes,No internet service,No,No,Two years,No,Bank transfer (automatic),85.08788374957773,466.640601349132,No
456,Male,0,Yes,No,20,No,No phone service,No,No,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,67.52465265872004,863.2870054879488,No
457,Female,1,Yes,Yes,19,No,No phone service,No,No,No,Yes,No internet service,No internet service,No,One year,No,Bank transfer (automatic),105.46075627333713,61.453305778354505,No
458,Female,1,Yes,Yes,29,Yes,Yes,Fiber optic,Yes,No internet service,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),67.13681101729975,2968.2628972340517,No
459,Male,1,Yes,Yes,60,No,No,No,Yes,No internet service,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),106.8628170510361,4433.671959729522,Yes
460,Male,0,No,No,18,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,No internet service,No,Yes,Month-to-month,Yes,Electronic check,49.15767695757653,3353.3165800104975,No
461,Female,0,No,No,35,Yes,No,DSL,No,No,No internet service,Yes,Yes,No internet service,Two years,Yes,Mailed check,32.881307376298814,4910.20043795491,No
462,Male,0,No,Yes,43,Yes,No,DSL,No internet service,No internet service,No internet service,No,No internet service,Yes,Month-to-month,No,Mailed check,105.53144643629383,315.1682624988078,Yes
463,Female,0,Yes,No,11,No,No,No,No internet service,Yes,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),78.74151637926667,4515.005425757481,Yes
464,Male,0,No,No,49,Yes,No phone service,No,Yes,No internet service,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,108.90923982489602,4070.3414369334037,No
465,Female,0,Yes,No,38,Yes,Yes,No,No internet service,No,No internet service,No,Yes,No internet service,One year,No,Mailed check,113.78272069923833,1571.2076024975247,No
466,Male,1,Yes,No,64,No,No phone service,Fiber optic,No,No internet service,No,No,No internet service,No,Two years,No,Credit card (automatic),25.362839037144916,4867.632759186259,Yes
467,Female,1,No,Yes,69,No,No,No,Yes,No internet service,No,No internet service,No,No,One year,No,Mailed check,70.09693018588683,1439.6887408570751,No
468,Male,1,Yes,No,8,No,No,No,No,Yes,No,No internet service,No internet service,No,Two years,No,Bank transfer (automatic),57.49645490745293,4446.523619141092,Yes
469,Male,1,Yes,Yes,34,Yes,Yes,DSL,No,No internet service,Yes,No internet service,No,Yes,One year,Yes,Credit card (automatic),82.58583970701171,4403.742885370947,Yes
470,Female,0,No,Yes,48,Yes,No phone service,No,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,99.35911972023236,3788.2880830148624,No
471,Male,0,No,No,56,No,No,DSL,No,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),48.059021597436896,2817.352369064259,Yes
472,Female,1,No,Yes,65,Yes,Yes,No,Yes,No internet service,Yes,Yes,No internet service,Yes,One year,No,Credit card (automatic),75.67983843731716,600.0137480844403,No
473,Male,0,Yes,No,31,No,No,DSL,No,No,Yes,No internet service,Yes,No,Two years,Yes,Bank transfer (automatic),90.87285799048996,2659.8586724824913,No
474,Female,1,No,No,4,No,Yes,No,Yes,No,No internet service,No internet service,Yes,No,Two years,No,Mailed check,33.4431082835734,1783.9812782746728,No
475,Male,1,No,Yes,50,Yes,Yes,DSL,No internet service,No internet service,No internet service,Yes,Yes,Yes,One year,Yes,Electronic check,101.40669059512669,3961.085165776759,No
476,Female,1,Yes,Yes,69,Yes,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No internet service,Two years,Yes,Credit card (automatic),80.61095998529731,3790.6460324842246,Yes
477,Male,0,No,Yes,30,No,No,DSL,Yes,No,Yes,Yes,Yes,No internet service,Two years,No,Bank transfer (automatic),114.95374371136518,4553.062536863026,No
478,Female,1,No,Yes,59,No,No phone service,DSL,No,No,No,No,No internet service,Yes,Two years,Yes,Mailed check,53.95289191306933,74.15081215853935,No
479,Male,1,No,No,67,No,No,DSL,No,No internet service,Yes,No internet service,No internet service,No,Two years,Yes,Credit card (automatic),30.814594233719866,4045.5160841152306,Yes
480,Female,1,Yes,No,45,No,No phone service,No,No,No internet service,No internet service,No internet service,No internet service,Yes,Two years,Yes,Bank transfer (automatic),70.65012010369253,4692.310265623344,No
481,Female,0,Yes,No,4,Yes,No,No,Yes,No internet service,Yes,Yes,No internet service,Yes,One year,Yes,Bank transfer (automatic),28.581077170943885,3946.5022455407507,No
482,Female,0,Yes,Yes,26,No,No phone service,No,No internet service,No internet service,No,Yes,No internet service,No,Two years,No,Bank transfer (automatic),116.95265233240067,650.9722993518335,No
483,Male,1,Yes,Yes,27,No,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,23.868495825719155,406.3955242044387,No
484,Female,0,No,Yes,46,No,No,Fiber optic,No internet service,No internet service,No internet service,Yes,No internet service,Yes,One year,Yes,Mailed check,95.3503901107308,104.22619903850405,Yes
485,Male,0,Yes,No,64,Yes,No,DSL,Yes,Yes,No internet service,No internet service,Yes,No internet service,One year,No,Credit card (automatic),72.5102398142244,3143.726129140355,Yes
486,Female,0,Yes,Yes,51,Yes,Yes,Fiber optic,No internet service,No,No internet service,No internet service,No,No internet service,One year,No,Mailed check,56.862065249828866,3148.3632592994363,No
487,Male,0,No,No,50,No,No phone service,DSL,Yes,Yes,Yes,No,No internet service,No,Two years,No,Mailed check,26.584216450865465,4934.568571091061,Yes
488,Female,0,No,Yes,6,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),82.21669241736078,1990.2158705204786,Yes
489,Male,0,No,No,59,Yes,No,DSL,No,No internet service,Yes,No internet service,No internet service,Yes,Two years,Yes,Mailed check,78.52203293909552,1659.5314244874837,Yes
490,Male,0,Yes,No,15,Yes,No phone service,Fiber optic,No internet service,No,Yes,Yes,No internet service,No internet service,One year,No,Electronic check,48.08832730675998,3122.124635921962,Yes
491,Female,0,Yes,Yes,30,No,Yes,No,Yes,Yes,No internet service,No,Yes,No internet service,One year,Yes,Credit card (automatic),111.02217014103121,4128.04336253797,No
492,Male,0,Yes,Yes,42,No,No phone service,Fiber optic,No,No internet service,No,No,No,No,One year,No,Credit card (automatic),50.41100073428369,4683.869747615009,Yes
493,Male,0,No,No,37,Yes,No phone service,DSL,Yes,No internet service,No internet service,Yes,Yes,No internet service,One year,Yes,Bank transfer (automatic),64.97254105921061,4015.6208308951927,No
494,Female,1,No,No,42,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Two years,No,Mailed check,74.37624559186557,2133.369903079024,No
495,Male,1,Yes,Yes,35,No,No,Fiber optic,No,Yes,Yes,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),30.02318781762861,3174.5711765603205,Yes
496,Male,0,No,Yes,6,Yes,Yes,DSL,Yes,Yes,No internet service,No,Yes,No,Month-to-month,No,Credit card (automatic),113.21617192136323,4281.496633580585,No
497,Male,1,No,No,68,Yes,Yes,DSL,No,Yes,Yes,No,No internet service,No internet service,One year,Yes,Electronic check,57.45361524510411,2453.0484415586975,Yes
